,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,movavg14day,stddiv14day,uppbound,lowbound,Call
0,IDFC,EQ,15-May-2017,63.35,63.95,64.35,63.25,63.65,63.7,63.74,2754130,175543313.65,10529,1119918,40.66,,,,,
1,IDFC,EQ,16-May-2017,63.7,64.0,64.6,62.9,64.55,64.25,63.8,4014549,256135522.95,12172,1694524,42.21,,,,,
2,IDFC,EQ,17-May-2017,64.25,64.65,64.65,63.25,63.25,63.35,63.58,4184709,266048669.85,6189,2802239,66.96,,,,,
3,IDFC,EQ,18-May-2017,63.35,62.4,62.6,61.2,61.35,61.5,61.85,6040654,373622920.9,14151,2475921,40.99,,,,,
4,IDFC,EQ,19-May-2017,61.5,61.85,62.3,60.3,61.0,61.15,61.2,3697284,226272136.6,7537,1711047,46.28,,,,,
5,IDFC,EQ,22-May-2017,61.15,61.3,61.7,60.0,60.1,60.2,60.62,3714457,225183874.2,9335,1491139,40.14,,,,,
6,IDFC,EQ,23-May-2017,60.2,60.3,60.45,57.3,58.2,58.25,58.59,3616589,211897512.8,9665,897898,24.83,,,,,
7,IDFC,EQ,24-May-2017,58.25,58.2,58.9,56.4,56.75,56.9,57.52,4987978,286904990.05,9410,1666628,33.41,,,,,
8,IDFC,EQ,25-May-2017,56.9,57.3,58.35,56.2,57.7,57.6,57.54,29243828,1682796956.4,30826,18794467,64.27,,,,,
9,IDFC,EQ,26-May-2017,57.6,57.8,59.6,57.5,59.45,59.25,58.79,4264464,250716809.4,7597,1994291,46.77,,,,,
10,IDFC,EQ,29-May-2017,59.25,59.3,59.5,57.9,58.5,58.35,58.63,4465533,261816592.05,7958,2467805,55.26,,,,,
11,IDFC,EQ,30-May-2017,58.35,58.2,59.55,57.55,59.15,59.15,58.72,4192784,246181589.3,7911,2145253,51.17,,,,,
12,IDFC,EQ,31-May-2017,59.15,59.3,59.75,58.8,59.15,59.05,59.16,2288705,135396344.7,4324,987975,43.17,,,,,
13,IDFC,EQ,01-Jun-2017,59.05,58.75,59.4,58.1,59.0,59.15,58.74,1926329,113158736.85,5010,591973,30.73,60.17714285714285,2.2789046916022184,64.73495224034728,55.61933347393841,Hold Buy/ Liquidate Short
14,IDFC,EQ,02-Jun-2017,59.15,59.4,60.0,59.0,59.2,59.4,59.6,3069321,182946558.85,5501,1483205,48.32,59.881428571428565,2.036761596799639,63.95495176502784,55.807905377829286,Hold Buy/ Liquidate Short
15,IDFC,EQ,05-Jun-2017,59.4,59.2,59.7,58.9,59.0,59.0,59.13,1755635,103806023.4,5032,821941,46.82,59.54785714285714,1.7002451342331601,62.94834741132346,56.14736687439082,Hold Buy/ Liquidate Short
16,IDFC,EQ,06-Jun-2017,59.0,59.25,59.25,57.85,58.55,58.7,58.6,4148126,243093221.6,12608,2125806,51.25,59.192142857142855,1.2542124625034357,61.700567782149726,56.683717932135984,Hold Buy/ Liquidate Short
17,IDFC,EQ,07-Jun-2017,58.7,58.7,59.05,58.25,59.0,58.7,58.67,1591564,93370699.3,5346,592858,37.25,58.96499999999999,0.9975257852846354,60.96005157056926,56.969948429430715,Hold Buy/ Liquidate Short
18,IDFC,EQ,08-Jun-2017,58.7,59.1,59.1,57.4,57.5,57.65,57.82,4239089,245095669.5,9582,2157386,50.89,58.72357142857142,0.8055347687941882,60.334640966159796,57.11250189098304,Hold Buy/ Liquidate Short
19,IDFC,EQ,09-Jun-2017,57.65,57.5,57.8,57.1,57.45,57.65,57.54,1183799,68120189.65,3309,377796,31.91,58.50357142857142,0.6541183983965949,59.81180822536461,57.19533463177823,Hold Buy/ Liquidate Short
20,IDFC,EQ,12-Jun-2017,57.65,57.4,57.55,56.25,56.35,56.4,56.79,1713896,97328988.85,4410,654442,38.18,58.374999999999986,0.7970981022530647,59.96919620450611,56.78080379549386,Hold Buy/ Liquidate Short
21,IDFC,EQ,13-Jun-2017,56.4,56.6,56.95,56.3,56.35,56.5,56.66,1213899,68782317.8,3641,410504,33.82,58.313571428571414,0.8951631320419136,60.10389769265524,56.52324516448759,Hold Buy/ Liquidate Short
22,IDFC,EQ,14-Jun-2017,56.5,56.4,56.95,56.15,56.75,56.5,56.56,1003347,56746354.95,3624,298043,29.7,58.24357142857142,0.9932511274586396,60.2300736834887,56.257069173654145,Hold Buy/ Liquidate Short
23,IDFC,EQ,15-Jun-2017,56.5,56.9,57.5,56.35,56.55,56.6,56.85,3671049,208712077.4,9731,1434768,39.08,58.105,1.0451260505501339,60.195252101100266,56.01474789889973,Hold Buy/ Liquidate Short
24,IDFC,EQ,16-Jun-2017,56.6,57.0,57.35,56.4,57.0,57.05,56.87,2646538,150521261.35,5696,1077489,40.71,57.97928571428571,1.0823085319084484,60.14390277810261,55.81466865046881,Hold Buy/ Liquidate Short
25,IDFC,EQ,19-Jun-2017,57.05,57.25,57.55,56.7,56.95,57.05,57.0,1803732,102810667.25,6100,452818,25.1,57.856428571428566,1.089358365438901,60.03514530230637,55.677711840550764,Hold Buy/ Liquidate Short
26,IDFC,EQ,20-Jun-2017,57.05,57.3,58.25,56.85,58.0,57.95,57.6,2702452,155660570.5,5853,1300895,48.14,57.745,1.0235590246405653,59.79211804928113,55.697881950718866,Hold Short/ Liquidate Buy
27,IDFC,EQ,21-Jun-2017,57.95,57.8,58.0,56.95,57.35,57.4,57.44,3767928,216431353.0,4780,2043615,54.24,57.65214285714285,0.9845747115569401,59.62129228025673,55.682993434028965,Hold Short/ Liquidate Buy
28,IDFC,EQ,22-Jun-2017,57.4,59.2,59.4,57.5,57.5,57.7,58.24,9684227,564005586.25,22058,4249861,43.88,57.55499999999999,0.8330366138412365,59.22107322768247,55.88892677231752,Hold Short/ Liquidate Buy
29,IDFC,EQ,23-Jun-2017,57.7,57.6,57.9,55.9,56.05,56.2,56.58,2269798,128417147.95,8095,740579,32.63,57.372857142857136,0.7352072295140665,58.84327160188527,55.902442683829,Hold Buy/ Liquidate Short
30,IDFC,EQ,27-Jun-2017,56.2,56.45,56.7,54.7,55.05,54.95,55.67,3091368,172096251.1,9316,1069793,34.61,57.163571428571416,0.7749700455041201,58.713511519579654,55.61363133756318,Hold Buy/ Liquidate Short
31,IDFC,EQ,28-Jun-2017,54.95,54.3,55.75,54.3,55.7,55.6,55.18,4481435,247289606.4,7320,2350465,52.45,56.914285714285704,0.8134798402846517,58.54124539485501,55.2873260337164,Hold Buy/ Liquidate Short
32,IDFC,EQ,29-Jun-2017,55.6,55.7,56.2,54.65,55.3,55.15,55.23,24714221,1364909247.0,41540,12640269,51.15,56.7292857142857,0.8831801304701344,58.49564597522597,54.962925453345434,Hold Buy/ Liquidate Short
33,IDFC,EQ,30-Jun-2017,55.15,54.85,56.8,54.15,54.3,55.25,55.1,14607378,804857323.1,14585,9430999,64.56,56.55499999999999,0.9491757557927415,58.453351511585474,54.65664848841451,Hold Buy/ Liquidate Short
34,IDFC,EQ,03-Jul-2017,55.25,54.3,54.55,53.9,54.15,54.2,54.29,7578461,411449344.65,16489,4813839,63.52,56.37642857142856,1.1211505569854057,58.61872968539937,54.13412745745775,Hold Buy/ Liquidate Short
35,IDFC,EQ,04-Jul-2017,54.2,54.4,56.5,54.3,54.85,54.9,55.57,20418061,1134559157.45,44154,12733058,62.36,56.29857142857143,1.1376687171097861,58.573908862791,54.023233994351855,Hold Buy/ Liquidate Short
36,IDFC,EQ,05-Jul-2017,54.9,55.2,60.75,54.75,60.55,60.45,58.13,34021165,1977561306.85,73827,11141437,32.75,56.410714285714285,1.2383454487943037,58.88740518330289,53.93402338812568,Short
37,IDFC,EQ,06-Jul-2017,60.45,61.35,62.4,59.9,60.15,60.65,61.22,30472182,1865472681.4,63581,8812573,28.92,56.722857142857144,1.7868684621703432,60.29659406719783,53.14912021851646,Hold Short/ Liquidate Buy
38,IDFC,EQ,07-Jul-2017,60.65,62.0,62.1,59.3,60.0,59.95,60.29,19776663,1192413106.6,55200,9355607,47.31,56.96714285714285,2.0262714093072334,61.01968567575732,52.914600038528384,Hold Short/ Liquidate Buy
39,IDFC,EQ,10-Jul-2017,59.95,65.9,68.9,56.05,56.45,56.5,57.97,11221799,650556667.8,24189,4237974,37.77,57.03642857142857,2.043987833558791,61.124404238546155,52.94845290431099,Hold Buy/ Liquidate Short
40,IDFC,EQ,11-Jul-2017,56.5,57.25,57.65,55.7,55.95,56.0,56.71,11236099,637199432.6,36063,4776312,42.51,56.972857142857144,2.038945536570067,61.05074821599728,52.89496606971701,Hold Buy/ Liquidate Short
41,IDFC,EQ,12-Jul-2017,56.0,56.1,57.6,55.65,57.15,57.3,56.82,9006350,511744740.15,18860,2906379,32.27,56.92857142857143,2.0347476015953188,60.99806663176207,52.85907622538079,Hold Buy/ Liquidate Short
42,IDFC,EQ,13-Jul-2017,57.3,57.65,57.65,56.25,56.5,56.5,56.89,4410767,250930207.95,10804,1400752,31.76,56.832142857142856,1.9995006244692322,60.83114410608132,52.83314160820439,Hold Buy/ Liquidate Short
43,IDFC,EQ,14-Jul-2017,56.5,56.7,56.8,55.9,56.1,56.15,56.26,4430191,249243592.2,14631,1890234,42.67,56.80928571428571,2.004427653915282,60.81814102211627,52.80043040645514,Hold Buy/ Liquidate Short
44,IDFC,EQ,17-Jul-2017,56.15,56.15,56.5,55.55,56.05,56.1,56.02,4155261,232769747.55,9804,1740779,41.89,56.83428571428571,1.9912644389769452,60.8168145922396,52.85175683633182,Hold Buy/ Liquidate Short
45,IDFC,EQ,18-Jul-2017,56.1,55.7,57.75,55.45,57.4,57.3,56.97,16058598,914841915.35,29020,9104844,56.7,56.96214285714286,1.933502913492404,60.82914868412767,53.09513703015805,Hold Short/ Liquidate Buy
46,IDFC,EQ,19-Jul-2017,57.3,57.8,59.7,57.5,59.5,59.4,58.69,14025162,823106843.85,27213,6722842,47.93,57.20928571428572,1.9161197340367133,61.041525182359145,53.377046246212295,Hold Buy/ Liquidate Short
47,IDFC,EQ,20-Jul-2017,59.4,59.45,60.35,58.65,59.0,59.1,59.28,12910157,765361981.45,21175,5197163,40.26,57.50785714285714,1.8876203112809837,61.28309776541911,53.732616520295174,Hold Buy/ Liquidate Short
48,IDFC,EQ,21-Jul-2017,59.1,59.4,59.7,57.2,58.35,58.3,58.7,5602121,328861418.55,18370,1978598,35.32,57.82285714285715,1.664051721512347,61.15096058588185,54.49475369983246,Hold Buy/ Liquidate Short
49,IDFC,EQ,24-Jul-2017,58.3,58.55,59.4,58.35,58.95,58.95,58.97,5154605,303990937.95,14959,1931087,37.46,58.06571428571429,1.554466093282482,61.17464647227926,54.95678209914933,Hold Buy/ Liquidate Short
50,IDFC,EQ,25-Jul-2017,58.95,59.0,59.25,58.2,58.4,58.65,58.72,4083565,239768483.45,16941,1843739,45.15,58.10785714285715,1.5643095236283489,61.23647619011385,54.97923809560045,Hold Buy/ Liquidate Short
51,IDFC,EQ,26-Jul-2017,58.65,58.95,59.1,58.2,58.35,58.35,58.61,5023303,294428243.15,14148,2573979,51.24,57.92142857142858,1.2976894089873243,60.516807389403226,55.32604975345393,Hold Buy/ Liquidate Short
52,IDFC,EQ,27-Jul-2017,58.35,58.55,59.2,57.35,57.6,57.6,58.0,17698654,1026445036.5,23419,8940782,50.52,57.757857142857155,1.1063952456335449,59.97064763412425,55.54506665159006,Hold Short/ Liquidate Buy
53,IDFC,EQ,28-Jul-2017,57.6,58.6,60.45,58.05,59.5,59.55,59.5,15633060,930153888.75,40045,5451998,34.87,57.867142857142866,1.2005218645459221,60.26818658623471,55.46609912805102,Short
54,IDFC,EQ,31-Jul-2017,59.55,59.55,59.8,58.55,58.7,58.75,59.05,5510634,325387589.0,11238,2658617,48.25,58.034285714285716,1.1898720958135267,60.41402990591277,55.65454152265866,Short
55,IDFC,EQ,01-Aug-2017,58.75,59.35,59.6,58.6,58.7,58.7,59.01,4789084,282585240.1,10193,2760336,57.64,58.190714285714286,1.1615736294800103,60.513861544674306,55.867567026754266,Short
56,IDFC,EQ,02-Aug-2017,58.7,58.9,59.3,57.6,57.9,58.2,58.3,5402562,314944037.8,11085,2735901,50.64,58.29142857142857,1.0995933314210136,60.49061523427059,56.092241908586544,Hold Buy/ Liquidate Short
57,IDFC,EQ,03-Aug-2017,58.2,58.2,58.2,56.65,56.75,56.95,57.37,3419930,196214812.4,8768,1719361,50.27,58.37071428571428,0.9747856907326926,60.32028566717966,56.421142904248896,Hold Buy/ Liquidate Short
58,IDFC,EQ,04-Aug-2017,56.95,56.65,57.7,56.25,57.55,57.55,57.1,7583139,432989102.75,16683,2991064,39.44,58.44785714285714,0.8018361483440861,60.05152943954531,56.844184846168964,Hold Buy/ Liquidate Short
59,IDFC,EQ,07-Aug-2017,57.55,57.85,58.8,57.15,58.65,58.55,58.0,3173240,184049997.45,8969,1412100,44.5,58.521428571428565,0.6960863910006674,59.9136013534299,57.12925578942723,Short
60,IDFC,EQ,08-Aug-2017,58.55,58.7,58.8,56.75,56.85,56.9,57.41,3164313,181650441.2,7939,1380482,43.63,58.43,0.7539026666415908,59.93780533328318,56.92219466671682,Hold Buy/ Liquidate Short
61,IDFC,EQ,09-Aug-2017,56.9,56.9,57.8,56.15,56.25,56.4,57.0,3947103,225000042.2,11153,1482422,37.56,58.26714285714286,0.8009554733752309,59.86905380389332,56.66523191039239,Hold Buy/ Liquidate Short
62,IDFC,EQ,10-Aug-2017,56.4,56.1,56.65,53.55,54.75,54.65,55.5,7875252,437073973.65,14689,4184491,53.13,58.03857142857142,1.0769676599877136,60.19250674854685,55.884636108596,Buy
63,IDFC,EQ,11-Aug-2017,54.65,53.9,55.15,52.8,53.45,53.6,53.88,8753130,471589845.3,16886,4040513,46.16,57.675,1.5103170833661916,60.69563416673238,54.65436583326761,Buy
64,IDFC,EQ,14-Aug-2017,53.6,54.1,55.25,53.9,54.6,54.7,54.64,6308470,344668046.75,10874,3091390,49.0,57.38357142857142,1.6775421908845911,60.7386558103406,54.02848704680224,Buy
65,IDFC,EQ,16-Aug-2017,54.7,55.0,57.1,54.6,56.65,56.75,56.02,8179989,458208031.2,17278,3709754,45.35,57.19857142857142,1.6746979389768364,60.547967306525095,53.849175550617744,Hold Buy/ Liquidate Short
66,IDFC,EQ,17-Aug-2017,56.75,56.95,57.6,56.1,56.55,56.45,56.62,9076767,513956866.65,17215,4368916,48.13,57.09999999999999,1.6644795906505991,60.42895918130119,53.771040818698786,Hold Buy/ Liquidate Short
67,IDFC,EQ,18-Aug-2017,56.45,56.0,56.4,55.35,55.9,55.85,55.92,2839275,158766737.35,6184,1144856,40.32,56.844285714285704,1.5375640788934224,59.919413872072546,53.76915755649886,Hold Buy/ Liquidate Short
68,IDFC,EQ,21-Aug-2017,55.85,55.9,56.1,54.05,54.2,54.3,55.21,3575892,197419934.7,6980,2091061,58.48,56.56999999999999,1.4540606272409675,59.47812125448193,53.66187874551806,Hold Buy/ Liquidate Short
69,IDFC,EQ,22-Aug-2017,54.3,53.7,54.8,53.5,53.85,53.85,54.01,2318267,125207779.85,9204,695774,30.01,56.21285714285714,1.4223514040080296,59.0575599508732,53.36815433484108,Hold Buy/ Liquidate Short
70,IDFC,EQ,23-Aug-2017,53.85,54.05,55.1,53.95,55.0,54.85,54.61,1686106,92071126.65,4282,544774,32.31,55.949285714285715,1.3456623435532586,58.64061040139223,53.2579610271792,Hold Buy/ Liquidate Short
71,IDFC,EQ,24-Aug-2017,54.85,55.0,55.0,54.3,54.45,54.6,54.57,3347726,182677902.5,5176,1808932,54.03,55.74928571428571,1.3262002649891342,58.40168624426398,53.096885184307446,Hold Buy/ Liquidate Short
72,IDFC,EQ,28-Aug-2017,54.6,54.85,55.65,54.6,55.05,55.0,55.04,5637700,310273506.65,5895,3825810,67.86,55.60214285714285,1.278220990712877,58.15858483856861,53.045700875717095,Hold Buy/ Liquidate Short
73,IDFC,EQ,29-Aug-2017,55.0,54.8,54.85,54.0,54.15,54.05,54.44,3161546,172106377.55,5111,1394454,44.11,55.34785714285714,1.107166713674251,57.56219057020564,53.13352371550864,Hold Buy/ Liquidate Short
74,IDFC,EQ,30-Aug-2017,54.05,54.5,54.95,54.3,54.65,54.6,54.6,1792508,97871338.85,3614,757257,42.25,55.14714285714285,0.947810664080735,57.04276418530432,53.251521528981385,Hold Buy/ Liquidate Short
75,IDFC,EQ,31-Aug-2017,54.6,54.7,55.5,54.05,54.8,54.45,54.47,25442983,1385830091.9,15000,13169469,51.76,54.96642857142857,0.796469200166143,56.55936697176086,53.373490171096286,Hold Buy/ Liquidate Short
76,IDFC,EQ,01-Sep-2017,54.45,54.95,58.35,54.85,57.8,57.9,57.2,12363037,707142526.4,24951,2670895,21.6,55.087857142857146,0.990121815127471,57.068100773112086,53.10761351260221,Hold Short/ Liquidate Buy
77,IDFC,EQ,04-Sep-2017,57.9,58.1,59.05,56.8,58.3,58.4,57.9,8889674,514695329.2,16210,3373076,37.94,55.375,1.17798230364145,57.7309646072829,53.0190353927171,Hold Short/ Liquidate Buy
78,IDFC,EQ,05-Sep-2017,58.4,58.85,59.55,58.25,59.2,59.2,59.03,8269819,488136437.05,12318,3641815,44.04,55.68857142857143,1.505926023021482,58.70042347461439,52.67671938252847,Hold Short/ Liquidate Buy
79,IDFC,EQ,06-Sep-2017,59.2,58.85,60.6,58.55,60.45,60.25,59.74,9639067,575810105.6,16110,3597167,37.32,55.95428571428572,1.856326870610228,59.666939455506174,52.24163197306526,Hold Short/ Liquidate Buy
80,IDFC,EQ,07-Sep-2017,60.25,60.5,61.05,59.5,60.15,60.2,60.25,8480374,510917447.55,12111,4204854,49.58,56.21357142857143,2.18149774640785,60.576566921387126,51.85057593575573,Hold Short/ Liquidate Buy
81,IDFC,EQ,08-Sep-2017,60.2,60.3,60.55,58.55,59.0,58.95,59.16,5193607,307267735.8,12474,2083203,40.11,56.445,2.3156914567957947,61.07638291359159,51.813617086408414,Hold Short/ Liquidate Buy
82,IDFC,EQ,11-Sep-2017,58.95,59.3,59.6,58.7,58.85,58.95,59.12,4307850,254688830.5,8762,2132199,49.5,56.72428571428571,2.3898816008192054,61.50404891592412,51.9445225126473,Hold Short/ Liquidate Buy
83,IDFC,EQ,12-Sep-2017,58.95,59.1,59.25,57.95,58.65,58.7,58.55,5943041,347938819.5,14173,2681371,45.12,57.04857142857143,2.2995580081761644,61.647687444923754,52.4494554122191,Hold Short/ Liquidate Buy
84,IDFC,EQ,13-Sep-2017,58.7,58.65,61.75,58.5,58.75,58.75,59.8,21514007,1286495790.75,24784,10358419,48.15,57.41928571428571,2.294530165702507,62.00834604569072,52.83022538288069,Hold Short/ Liquidate Buy
85,IDFC,EQ,14-Sep-2017,58.75,58.7,61.6,58.7,61.4,61.4,60.62,16054004,973152652.4,27461,6016012,37.47,57.85142857142856,2.2863301368143607,62.424088845057284,53.27876829779984,Hold Short/ Liquidate Buy
86,IDFC,EQ,15-Sep-2017,61.4,61.0,62.5,60.3,61.7,62.1,61.64,13342713,822397514.3,24879,6063127,45.44,58.32285714285713,2.341805446072074,63.00646803500128,53.639246250712986,Hold Short/ Liquidate Buy
87,IDFC,EQ,18-Sep-2017,62.1,62.4,63.25,62.0,62.3,62.3,62.46,12524338,782327057.55,20043,6477606,51.72,58.895714285714284,2.299460519626018,63.49463532496632,54.29679324646225,Hold Short/ Liquidate Buy
88,IDFC,EQ,19-Sep-2017,62.3,62.45,63.6,61.45,62.25,62.1,62.44,17983490,1122949302.25,29510,7917340,44.03,59.455714285714286,2.1205250231078256,63.69676433192994,55.21466423949863,Hold Short/ Liquidate Buy
89,IDFC,EQ,20-Sep-2017,62.1,62.5,63.1,61.95,62.35,62.5,62.58,6750780,422451926.15,15348,2442127,36.18,60.035000000000004,1.7245278060519091,63.48405561210382,56.585944387896184,Short
90,IDFC,EQ,21-Sep-2017,62.5,62.3,62.7,60.3,61.4,61.55,61.43,7698832,472907852.7,12111,1836932,23.86,60.33714285714285,1.5514927232603206,63.44012830366349,57.23415741062221,Short
91,IDFC,EQ,22-Sep-2017,61.55,61.5,62.0,59.35,59.95,60.05,60.43,6907634,417404084.85,16958,2072902,30.01,60.51785714285713,1.3840974763996492,63.28605209565643,57.74966219005783,Hold Buy/ Liquidate Short
92,IDFC,EQ,25-Sep-2017,60.05,60.1,60.15,57.55,59.95,59.85,59.45,9257170,550319591.95,14670,3819034,41.25,60.54785714285714,1.3535831568978005,63.255023456652744,57.840690829061536,Hold Buy/ Liquidate Short
93,IDFC,EQ,26-Sep-2017,59.85,59.9,60.6,58.5,60.35,60.25,59.94,5736841,343886397.55,13879,2312753,40.31,60.56214285714285,1.3454320356812586,63.25300692850537,57.87127878578033,Hold Buy/ Liquidate Short
94,IDFC,EQ,27-Sep-2017,60.25,60.9,61.0,57.75,58.85,58.35,59.31,17262323,1023831444.15,21561,8804458,51.0,60.49499999999999,1.385078448208751,63.265156896417494,57.72484310358249,Hold Buy/ Liquidate Short
95,IDFC,EQ,28-Sep-2017,58.35,58.3,60.5,58.1,59.15,59.3,59.35,23730378,1408396597.35,18851,16016588,67.49,60.50857142857142,1.371859250141156,63.252289928853735,57.76485292828911,Hold Buy/ Liquidate Short
96,IDFC,EQ,29-Sep-2017,59.3,59.9,60.1,58.8,58.85,59.0,59.67,9884640,589843021.7,17944,5648008,57.14,60.54785714285713,1.3364544285386204,63.22076599993437,57.874948285779894,Hold Buy/ Liquidate Short
97,IDFC,EQ,03-Oct-2017,59.0,59.5,60.0,58.45,59.05,59.0,59.13,4340199,256627273.2,10613,1699124,39.15,60.58928571428571,1.2774461559372001,63.144178026160105,58.03439340241131,Hold Buy/ Liquidate Short
98,IDFC,EQ,04-Oct-2017,59.0,59.0,59.5,58.5,59.35,59.25,59.12,8192343,484346798.5,15713,4241702,51.78,60.54071428571428,1.3219185607739723,63.18455140726223,57.896877164166334,Hold Buy/ Liquidate Short
99,IDFC,EQ,05-Oct-2017,59.25,59.4,59.65,58.6,59.3,59.1,59.07,10816292,638907426.8,11887,7210226,66.66,60.43,1.3784662602941293,63.18693252058826,57.67306747941174,Hold Buy/ Liquidate Short
100,IDFC,EQ,06-Oct-2017,59.1,58.85,60.3,58.85,60.0,59.7,59.68,10481616,625566689.4,16358,6253046,59.66,60.29,1.3452537650226983,62.980507530045394,57.599492469954605,Hold Buy/ Liquidate Short
101,IDFC,EQ,09-Oct-2017,59.7,60.0,64.85,59.45,64.75,64.5,62.74,37661586,2362789483.0,47444,18686603,49.62,60.309999999999995,1.3815877154146488,63.073175430829295,57.546824569170695,Short
102,IDFC,EQ,10-Oct-2017,64.5,65.0,65.3,63.5,64.2,64.1,64.19,15857342,1017867600.65,28918,5435994,34.28,60.434999999999995,1.6434707645243356,63.721941529048664,57.14805847095133,Short
