,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,movavg14day,stddiv14day,uppbound,lowbound,Call
103,IDFC,EQ,11-Oct-2017,64.1,64.3,66.1,63.3,63.65,63.9,64.83,19575273,1269003704.85,24993,5763315,29.44,60.59571428571428,1.9506673977650164,64.49704908124431,56.69437949018425,Hold Short/ Liquidate Buy
104,IDFC,EQ,12-Oct-2017,63.9,64.1,67.55,63.55,67.0,66.55,65.27,22572480,1473390293.55,29528,11564854,51.23,60.87,2.313272739914342,65.49654547982868,56.24345452017131,Hold Short/ Liquidate Buy
105,IDFC,EQ,13-Oct-2017,66.55,66.95,68.0,65.9,66.15,66.2,66.76,15469578,1032789151.85,31049,5638009,36.45,61.32214285714286,2.7901259375255427,66.90239473219394,55.741890982091775,Hold Short/ Liquidate Buy
106,IDFC,EQ,16-Oct-2017,66.2,66.5,67.1,65.1,65.3,65.45,65.86,20176982,1328762504.8,46150,12988427,64.37,61.779999999999994,2.978833018792121,67.73766603758423,55.822333962415755,Hold Short/ Liquidate Buy
107,IDFC,EQ,17-Oct-2017,65.45,65.5,65.65,64.65,64.8,64.95,65.11,12007705,781839152.6,25624,7778730,64.78,62.14928571428571,3.0527275679948285,68.25474085027537,56.04383057829605,Hold Short/ Liquidate Buy
108,IDFC,EQ,18-Oct-2017,64.95,64.5,64.5,62.6,63.4,63.3,63.41,17735523,1124685037.1,36337,9070641,51.14,62.44214285714285,2.954475558229554,68.35109397360196,56.53319174068374,Hold Buy/ Liquidate Short
109,IDFC,EQ,19-Oct-2017,63.3,63.6,64.65,63.0,63.65,63.6,63.87,3738092,238746855.6,5967,1874809,50.15,62.764999999999986,2.835138715911717,68.43527743182342,57.09472256817655,Hold Buy/ Liquidate Short
110,IDFC,EQ,23-Oct-2017,63.6,63.5,64.2,62.35,63.6,63.75,63.4,7426270,470801727.8,14175,3127409,42.11,63.031428571428556,2.693647390386547,68.41872335220165,57.64413379065546,Hold Buy/ Liquidate Short
111,IDFC,EQ,24-Oct-2017,63.75,64.0,64.5,63.3,63.6,63.65,63.97,4382276,280344268.55,12597,1800056,41.08,63.37714285714285,2.454369505663247,68.28588186846935,58.468403845816354,Hold Buy/ Liquidate Short
112,IDFC,EQ,25-Oct-2017,63.65,64.6,64.95,62.95,63.25,63.4,63.54,7552279,479871759.7,15531,2705625,35.83,63.69285714285713,2.127094184640079,67.9470455121373,59.43866877357697,Hold Buy/ Liquidate Short
113,IDFC,EQ,26-Oct-2017,63.4,63.0,66.75,62.45,65.35,66.3,65.95,53495897,3528066384.55,52448,28789330,53.82,64.1842857142857,1.7356387176603658,67.65556314960644,60.71300827896498,Hold Short/ Liquidate Buy
114,IDFC,EQ,27-Oct-2017,66.3,65.7,67.0,62.9,63.55,63.2,64.69,12693186,821099688.0,28289,5453025,42.96,64.54214285714285,1.1547905475847806,66.85172395231241,62.23256176197329,Hold Buy/ Liquidate Short
115,IDFC,EQ,30-Oct-2017,63.2,63.95,64.6,60.1,61.6,61.8,62.41,13756095,858454356.5,31069,5131888,37.31,64.5185714285714,1.197001748876391,66.91257492632418,62.12456793081862,Hold Buy/ Liquidate Short
116,IDFC,EQ,31-Oct-2017,61.8,60.25,64.1,59.75,63.0,62.95,62.59,18608862,1164676237.7,38166,4705995,25.29,64.4042857142857,1.302516583598614,67.00931888148294,61.79925254708848,Hold Buy/ Liquidate Short
117,IDFC,EQ,01-Nov-2017,62.95,63.2,65.45,62.1,64.4,64.65,64.1,14100202,903890162.05,25577,2857919,20.27,64.35214285714285,1.2987697052413507,66.94968226762555,61.75460344666015,Hold Buy/ Liquidate Short
118,IDFC,EQ,02-Nov-2017,64.65,65.1,65.7,63.15,63.8,63.8,64.31,11794264,758480553.8,29058,4108207,34.83,64.28357142857142,1.2716410181811693,66.82685346493376,61.74028939220908,Hold Buy/ Liquidate Short
119,IDFC,EQ,03-Nov-2017,63.8,63.8,64.75,62.9,62.9,63.05,63.68,4826507,307329223.45,12773,1567666,32.48,64.06357142857141,1.0588789946328572,66.18132941783712,61.945813439305695,Hold Buy/ Liquidate Short
120,IDFC,EQ,06-Nov-2017,63.05,62.8,63.5,62.1,62.2,62.3,62.75,3692740,231701101.15,13225,1179019,31.93,63.84142857142855,0.9759954062222874,65.79341938387313,61.88943775898397,Hold Buy/ Liquidate Short
122,IDFC,EQ,07-Nov-2017,62.3,62.4,62.8,60.35,60.7,60.75,61.15,4942795,302230222.6,12098,1290099,26.1,63.558571428571405,1.1401002462189724,65.83877192100935,61.27837093613346,Hold Buy/ Liquidate Short
123,IDFC,EQ,08-Nov-2017,60.75,60.6,61.5,59.05,59.5,59.35,60.22,5834957,351359231.0,12756,2049665,35.13,63.33071428571427,1.4490021196869058,66.22871852508808,60.43271004634046,Buy
124,IDFC,EQ,09-Nov-2017,59.35,60.0,60.85,59.25,60.6,60.6,60.1,8688333,522186927.85,14155,3881375,44.67,63.06142857142856,1.6739260949721153,66.40928076137278,59.71357638148433,Hold Buy/ Liquidate Short
125,IDFC,EQ,10-Nov-2017,60.6,60.0,63.25,59.75,62.9,62.45,61.5,5561367,342010599.6,9621,1860211,33.45,62.92571428571427,1.720732019031061,66.36717832377639,59.48425024765215,Hold Buy/ Liquidate Short
126,IDFC,EQ,13-Nov-2017,62.45,62.9,63.7,61.75,62.9,62.6,62.96,8865331,558178365.0,17269,4029877,45.46,62.85357142857141,1.6945551135820482,66.24268165573551,59.46446120140732,Hold Buy/ Liquidate Short
127,IDFC,EQ,14-Nov-2017,62.6,63.4,63.65,61.05,61.45,61.55,61.94,8115674,502676946.25,23892,2933898,36.15,62.73928571428571,1.6986486225400423,66.1365829593658,59.341988469205624,Hold Buy/ Liquidate Short
128,IDFC,EQ,15-Nov-2017,61.55,61.05,61.75,59.55,60.3,60.3,60.78,5006778,304298608.4,17150,2170829,43.36,62.36999999999999,1.496950746838921,65.36390149367783,59.37609850632215,Hold Buy/ Liquidate Short
129,IDFC,EQ,16-Nov-2017,60.3,61.0,61.0,59.95,60.6,60.7,60.48,3407759,206085575.9,10554,1321648,38.78,62.0692857142857,1.4157056641380696,64.90069704256183,59.23787438600956,Hold Buy/ Liquidate Short
130,IDFC,EQ,17-Nov-2017,60.7,61.45,61.95,60.7,60.75,61.1,61.46,3599172,221204729.5,10962,1515678,42.11,62.00142857142856,1.4208765287280236,64.84318162888461,59.159675513972516,Hold Buy/ Liquidate Short
131,IDFC,EQ,20-Nov-2017,61.1,61.1,62.15,60.6,61.4,61.7,61.37,7776214,477192669.15,13474,4302790,55.33,61.914285714285704,1.4194132822874947,64.7531122788607,59.07545914971072,Hold Buy/ Liquidate Short
132,IDFC,EQ,21-Nov-2017,61.7,61.75,61.85,60.8,60.85,61.05,61.22,4871640,298254853.05,10293,2844434,58.39,61.70857142857142,1.2801373552676902,64.2688461391068,59.148296718036036,Hold Buy/ Liquidate Short
133,IDFC,EQ,22-Nov-2017,61.05,61.3,61.35,60.1,60.5,60.65,60.63,5568592,337643223.55,11257,3330193,59.8,61.44571428571427,1.0645455099981684,63.574805305710605,59.31662326571793,Hold Buy/ Liquidate Short
134,IDFC,EQ,23-Nov-2017,60.65,60.6,61.3,59.85,60.9,60.8,60.74,6642297,403445112.25,13773,3998382,60.2,61.23571428571427,0.8602746814085918,62.956263648531454,59.51516492289709,Hold Buy/ Liquidate Short
135,IDFC,EQ,24-Nov-2017,60.8,61.2,61.85,60.7,61.15,61.0,61.18,7371383,450990606.85,14473,4555960,61.81,61.12357142857142,0.7418750376099076,62.60732150379123,59.6398213533516,Hold Short/ Liquidate Buy
136,IDFC,EQ,27-Nov-2017,61.0,60.9,63.65,60.75,63.3,63.4,62.56,10010862,626319308.55,21998,4068501,40.64,61.2242857142857,0.8355349671430911,62.89535564857188,59.55321577999952,Short
137,IDFC,EQ,28-Nov-2017,63.4,63.4,63.85,62.1,62.45,62.55,62.78,5884394,369408818.55,14104,1782665,30.29,61.40714285714284,0.8778945842747965,63.16293202569243,59.65135368859325,Hold Buy/ Liquidate Short
138,IDFC,EQ,29-Nov-2017,62.55,62.4,62.95,61.7,61.85,61.95,62.26,4497618,280030629.5,12947,1575889,35.04,61.56142857142855,0.818280158370302,63.19798888816916,59.924868254687944,Hold Buy/ Liquidate Short
139,IDFC,EQ,30-Nov-2017,61.95,61.8,62.85,61.45,62.2,62.35,62.27,23503521,1463588054.95,27341,16278147,69.26,61.61642857142855,0.8394376060825489,63.295303783593646,59.937553359263454,Hold Buy/ Liquidate Short
140,IDFC,EQ,01-Dec-2017,62.35,62.4,63.5,60.5,61.0,60.9,62.42,8470886,528779931.75,19754,3577799,42.24,61.57785714285711,0.7834949174783417,63.1448469778138,60.010867307900426,Hold Buy/ Liquidate Short
141,IDFC,EQ,04-Dec-2017,60.9,61.2,61.4,59.4,59.85,59.65,60.2,3666345,220713482.25,7858,1353858,36.93,61.45357142857141,0.8562584723252015,63.16608837322181,59.741054483921005,Hold Buy/ Liquidate Short
142,IDFC,EQ,05-Dec-2017,59.65,59.7,60.4,58.65,59.8,59.7,59.47,4347407,258527353.85,7578,1471856,33.86,61.35999999999998,0.995744792759578,63.35148958551913,59.368510414480824,Hold Buy/ Liquidate Short
143,IDFC,EQ,06-Dec-2017,59.7,60.0,60.15,58.7,58.85,58.9,59.37,3812804,226381392.7,10690,1302436,34.16,61.28071428571427,1.1089597640319901,63.49863381377825,59.06279475765029,Hold Buy/ Liquidate Short
144,IDFC,EQ,07-Dec-2017,58.9,59.2,59.95,58.95,59.3,59.35,59.33,2767621,164212481.35,5857,872366,31.52,61.12857142857141,1.2227450652141802,63.57406155899977,58.68308129814305,Hold Buy/ Liquidate Short
145,IDFC,EQ,08-Dec-2017,59.35,59.55,60.15,59.2,59.55,59.8,59.67,3386884,202110621.55,7631,1392115,41.1,61.00714285714283,1.2799965659295152,63.56713598900186,58.4471497252838,Hold Buy/ Liquidate Short
146,IDFC,EQ,11-Dec-2017,59.8,59.75,60.4,59.55,59.75,59.75,59.9,3128856,187427188.0,7946,898289,28.71,60.91285714285711,1.3113435774129243,63.53554429768296,58.290169988031266,Hold Buy/ Liquidate Short
147,IDFC,EQ,12-Dec-2017,59.75,59.6,59.85,58.6,58.75,58.75,59.17,1571864,93008848.5,7929,594784,37.84,60.8085714285714,1.3911912833299882,63.590953995231374,58.02618886191142,Hold Buy/ Liquidate Short
148,IDFC,EQ,13-Dec-2017,58.75,58.75,59.0,57.5,57.8,57.8,58.47,2475692,144759958.55,7150,898663,36.3,60.646428571428544,1.525589959745044,63.69760849091863,57.595248651938455,Buy
149,IDFC,EQ,14-Dec-2017,57.8,58.1,58.15,56.7,57.25,57.3,57.31,3651336,209252030.2,7482,1085748,29.74,60.36999999999998,1.7548569961461942,63.87971399229237,56.86028600770759,Hold Buy/ Liquidate Short
150,IDFC,EQ,15-Dec-2017,57.3,58.5,58.7,57.5,57.7,57.95,58.07,4948562,287356487.95,9765,2484738,50.21,60.0492857142857,1.7339970024183395,63.51727971912238,56.581291709449026,Hold Buy/ Liquidate Short
151,IDFC,EQ,18-Dec-2017,57.95,57.95,59.15,56.15,58.4,58.3,58.01,3816317,221402861.75,13993,1205227,31.58,59.70857142857142,1.6211195426089868,62.95081051378939,56.46633234335344,Hold Buy/ Liquidate Short
152,IDFC,EQ,19-Dec-2017,58.3,58.4,59.3,57.95,58.5,58.5,58.44,3401784,198794047.35,8002,1774463,52.16,59.435714285714276,1.4733933324432162,62.38250095060071,56.488927620827845,Hold Buy/ Liquidate Short
153,IDFC,EQ,20-Dec-2017,58.5,58.5,59.0,58.3,58.35,58.5,58.55,6143934,359714538.9,12093,4344724,70.72,59.169999999999995,1.2398635160620546,61.649727032124105,56.690272967875885,Hold Buy/ Liquidate Short
154,IDFC,EQ,21-Dec-2017,58.5,58.45,60.5,58.4,60.1,60.15,59.51,17409092,1036096475.95,19850,9434592,54.19,58.96214285714285,0.8289305303679261,60.620003917878705,57.304281796407,Hold Short/ Liquidate Buy
155,IDFC,EQ,22-Dec-2017,60.15,60.35,61.65,59.8,60.85,60.95,60.95,12314687,750548895.95,23147,4909357,39.87,59.01571428571428,0.9328097694247689,60.88133382456382,57.150094746864745,Hold Short/ Liquidate Buy
156,IDFC,EQ,26-Dec-2017,60.95,60.9,61.45,60.25,60.45,60.45,60.67,4220291,256062510.85,13390,2169269,51.4,59.10142857142856,1.0280366436365789,61.15750185870172,57.045355284155406,Hold Short/ Liquidate Buy
157,IDFC,EQ,27-Dec-2017,60.45,60.55,62.6,60.2,61.55,61.85,61.6,16285136,1003114466.1,32521,9130725,56.07,59.26071428571428,1.2264612276208966,61.71363674095607,56.80779183047249,Hold Short/ Liquidate Buy
158,IDFC,EQ,28-Dec-2017,61.85,61.8,63.65,61.3,62.65,62.8,62.68,11575562,725589761.6,22166,6319785,54.6,59.499999999999986,1.5302036063620026,62.56040721272399,56.439592787275984,Short
159,IDFC,EQ,29-Dec-2017,62.8,63.1,64.4,61.9,62.9,62.9,63.09,8342027,526282342.4,18513,3041356,36.46,59.7442857142857,1.8073257519402992,63.358937218166304,56.1296342104051,Short
160,IDFC,EQ,01-Jan-2018,62.9,62.9,64.6,62.5,63.2,63.0,63.7,4893132,311707985.1,8784,1758849,35.95,60.01571428571428,2.0949672818657796,64.20564884944584,55.82577972198272,Hold Short/ Liquidate Buy
161,IDFC,EQ,02-Jan-2018,63.0,63.3,63.45,61.05,61.5,61.6,61.86,3672525,227182059.45,8419,1283848,34.96,60.207857142857144,2.1344218405476374,64.47670082395241,55.93901346176187,Hold Short/ Liquidate Buy
162,IDFC,EQ,03-Jan-2018,61.6,61.65,62.25,61.45,61.85,61.7,61.92,3375751,209034856.1,7429,1545017,45.77,60.45428571428571,2.117435728879208,64.68915717204413,56.219414256527294,Short
163,IDFC,EQ,04-Jan-2018,61.7,62.15,62.3,61.55,61.75,61.7,61.87,2888757,178739604.3,7291,1297451,44.91,60.77999999999999,1.9398334583551209,64.65966691671022,56.900333083289745,Short
164,IDFC,EQ,05-Jan-2018,61.7,61.75,64.9,61.65,64.0,64.45,63.6,10466801,665653092.55,23225,4127984,39.44,61.17499999999999,1.9083289105312407,64.99165782106247,57.358342178937505,Hold Short/ Liquidate Buy
165,IDFC,EQ,08-Jan-2018,64.45,64.6,67.4,64.5,66.5,66.65,66.21,18626347,1233175717.05,41336,4983318,26.75,61.76071428571428,2.109930601431531,65.98057548857734,57.540853082851214,Hold Short/ Liquidate Buy
166,IDFC,EQ,09-Jan-2018,66.65,67.05,67.2,64.9,65.1,65.2,66.1,10565784,698347796.6,23376,3487466,33.01,62.30785714285714,2.1747614495933574,66.65738004204385,57.95833424367042,Hold Short/ Liquidate Buy
167,IDFC,EQ,10-Jan-2018,65.2,65.5,65.5,62.9,63.9,63.95,63.96,7687631,491687136.9,15212,2111196,27.46,62.69428571428572,1.9215807366521298,66.53744718758998,58.85112424098146,Hold Short/ Liquidate Buy
168,IDFC,EQ,11-Jan-2018,63.95,63.75,66.2,63.25,65.7,65.55,65.14,27979336,1822673478.75,41300,12195971,43.59,63.096428571428575,1.7884226274864337,66.67327382640144,59.51958331645571,Hold Short/ Liquidate Buy
169,IDFC,EQ,12-Jan-2018,65.55,67.05,67.25,64.05,65.75,65.65,65.81,17597813,1158192615.9,32954,5162730,29.34,63.44357142857143,1.8112707275146935,67.06611288360082,59.821029973542046,Hold Short/ Liquidate Buy
170,IDFC,EQ,15-Jan-2018,65.65,67.55,67.8,63.6,63.85,63.95,65.53,25787744,1689933298.75,49749,7986913,30.97,63.79071428571429,1.701187206655354,67.193088699025,60.38833987240358,Hold Short/ Liquidate Buy
171,IDFC,EQ,16-Jan-2018,63.95,63.95,64.15,59.6,60.1,59.9,60.94,15936686,971136475.0,32447,6321184,39.66,63.74357142857143,1.774145979350035,67.2918633872715,60.19527946987136,Buy
172,IDFC,EQ,17-Jan-2018,59.9,60.0,61.9,59.3,61.7,61.7,61.1,12312793,752260654.1,27099,4426813,35.95,63.63071428571429,1.8932611843292666,67.41723665437283,59.84419191705576,Hold Buy/ Liquidate Short
173,IDFC,EQ,18-Jan-2018,61.7,62.45,62.65,58.2,58.95,58.9,60.44,14254621,861514876.8,31843,5803237,40.71,63.44142857142857,2.0752084497442818,67.59184547091714,59.291011671940005,Hold Buy/ Liquidate Short
174,IDFC,EQ,19-Jan-2018,58.9,59.0,59.35,57.45,57.95,58.0,58.32,19144603,1116480385.05,24521,10478747,54.73,63.05714285714286,2.4819205608418753,68.0209839788266,58.09330173545911,Hold Buy/ Liquidate Short
175,IDFC,EQ,22-Jan-2018,58.0,58.0,59.0,57.2,58.9,58.55,57.94,13107329,759453950.55,20863,7031811,53.65,62.777142857142856,2.824800683428637,68.42674422400013,57.12754149028558,Hold Buy/ Liquidate Short
176,IDFC,EQ,23-Jan-2018,58.55,58.55,59.05,57.85,58.2,58.2,58.36,6966923,406599385.05,13432,3216832,46.17,62.52285714285715,3.058464744509343,68.63978663187584,56.40592765383846,Hold Buy/ Liquidate Short
177,IDFC,EQ,24-Jan-2018,58.2,58.0,58.5,57.2,58.0,58.05,57.92,5884072,340791562.55,13415,2542915,43.22,62.24071428571428,3.296271703433617,68.83325769258151,55.64817087884705,Hold Buy/ Liquidate Short
178,IDFC,EQ,25-Jan-2018,58.05,58.05,58.45,56.25,56.45,56.6,56.85,29061223,1651988380.8,20752,16939847,58.29,61.75857142857143,3.5648710347648653,68.88831349810116,54.628829359041696,Hold Buy/ Liquidate Short
179,IDFC,EQ,29-Jan-2018,56.6,57.0,57.1,55.25,55.65,55.45,56.05,4809378,269552228.0,12007,1594944,33.16,61.03285714285714,3.6226561198432075,68.27816938254355,53.787544903170726,Hold Buy/ Liquidate Short
180,IDFC,EQ,30-Jan-2018,55.45,55.5,57.3,55.0,56.8,56.8,56.49,9060431,511826717.15,15833,3980712,43.94,60.34642857142857,3.4969472558061607,67.34032308304089,53.35253405981625,Hold Buy/ Liquidate Short
181,IDFC,EQ,31-Jan-2018,56.8,56.95,57.2,55.7,56.2,56.35,56.24,6053179,340439932.0,9814,3287536,54.31,59.794999999999995,3.4919704598274954,66.77894091965499,52.811059080345004,Hold Buy/ Liquidate Short
182,IDFC,EQ,01-Feb-2018,56.35,56.3,57.2,54.35,55.75,55.65,56.03,8902739,498785746.85,14251,2865189,32.18,59.14428571428571,3.260466493960941,65.6652187022076,52.62335272636383,Hold Buy/ Liquidate Short
183,IDFC,EQ,02-Feb-2018,55.65,55.1,55.15,52.05,52.1,52.45,53.38,8563202,457068322.45,16394,3365800,39.31,58.256428571428565,2.986604985708617,64.2296385428458,52.28321860001133,Buy
184,IDFC,EQ,05-Feb-2018,52.45,51.0,53.95,50.55,53.55,53.25,52.62,8944598,470681960.85,17393,4084979,45.67,57.33428571428571,2.525518116791488,62.38532194786869,52.283249480702736,Buy
185,IDFC,EQ,06-Feb-2018,53.25,50.0,52.2,49.3,51.75,51.7,50.93,16575076,844204344.45,23883,8881278,53.58,56.6192857142857,2.825348077360036,62.269981869005775,50.96858955956563,Hold Buy/ Liquidate Short
186,IDFC,EQ,07-Feb-2018,51.7,52.8,53.0,51.95,52.3,52.2,52.53,5199185,273109677.7,8918,2373706,45.66,56.007142857142846,2.705735869113414,61.418614595369675,50.595671118916016,Hold Buy/ Liquidate Short
187,IDFC,EQ,08-Feb-2018,52.2,52.2,54.0,52.2,53.85,53.8,53.21,5212917,277370088.05,8350,2062410,39.56,55.490714285714276,2.474688680609023,60.44009164693232,50.54133692449623,Hold Buy/ Liquidate Short
188,IDFC,EQ,09-Feb-2018,53.8,52.5,53.7,52.1,53.45,53.25,53.06,3014128,159944423.05,6866,977107,32.42,55.11499999999999,2.410559303117543,59.93611860623508,50.2938813937649,Hold Buy/ Liquidate Short
189,IDFC,EQ,12-Feb-2018,53.25,53.95,54.4,53.2,53.7,53.75,53.73,4772526,256426298.05,8317,2035732,42.66,54.8142857142857,2.2906489315198275,59.395583577325354,50.23298785124605,Buy
190,IDFC,EQ,14-Feb-2018,53.75,53.85,54.25,53.1,53.1,53.3,53.76,2503642,134587990.35,5986,975603,38.97,54.48571428571427,2.061365172313433,58.60844463034114,50.36298394108741,Buy
191,IDFC,EQ,15-Feb-2018,53.3,53.3,53.35,51.8,51.85,52.0,52.5,3626053,190358870.0,7053,1272071,35.08,54.09857142857142,1.866514057079441,57.8315995427303,50.365543314412534,Buy
192,IDFC,EQ,16-Feb-2018,52.0,52.2,52.6,51.35,51.8,51.75,51.75,2385375,123450349.55,4789,751069,31.49,53.734285714285704,1.7840736199269158,57.30243295413953,50.166138474431875,Hold Buy/ Liquidate Short
193,IDFC,EQ,19-Feb-2018,51.75,52.0,52.7,51.3,52.4,52.45,52.2,5454967,284728831.45,10889,2065437,37.86,53.45928571428571,1.6941231645614672,56.84753204340865,50.07103938516278,Hold Buy/ Liquidate Short
194,IDFC,EQ,20-Feb-2018,52.45,52.55,53.35,51.9,52.75,52.5,52.51,3760834,197487215.95,7272,1215764,32.33,53.175,1.464848377556957,56.10469675511391,50.24530324488608,Hold Buy/ Liquidate Short
195,IDFC,EQ,21-Feb-2018,52.5,52.85,52.85,52.1,52.3,52.5,52.39,2396417,125559905.85,4287,1106784,46.18,52.89999999999999,1.1786041287506959,55.25720825750138,50.5427917424986,Hold Buy/ Liquidate Short
196,IDFC,EQ,22-Feb-2018,52.5,52.2,52.75,51.35,51.8,51.6,51.74,9455616,489272473.7,19118,6777653,71.68,52.59357142857142,0.7986778222392129,54.19092707304985,50.996215784092996,Hold Buy/ Liquidate Short
197,IDFC,EQ,23-Feb-2018,51.6,51.75,53.3,51.75,53.25,53.0,52.65,2745351,144547933.1,7686,1128084,41.09,52.54142857142857,0.766569352002206,54.07456727543298,51.00828986742415,Short
198,IDFC,EQ,26-Feb-2018,53.0,53.4,53.95,52.85,53.45,53.4,53.4,4312482,230301077.2,10104,1631600,37.83,52.59714285714285,0.8003213640249722,54.19778558519279,50.99650012909291,Short
199,IDFC,EQ,27-Feb-2018,53.4,53.65,53.65,52.25,52.35,52.45,52.75,2203949,116261224.2,6722,887245,40.26,52.72714285714285,0.6405577926423057,54.00825844242746,51.44602727185824,Hold Buy/ Liquidate Short
200,IDFC,EQ,28-Feb-2018,52.45,52.3,53.0,51.75,53.0,52.95,52.55,3010224,158178656.45,10942,1520032,50.5,52.72857142857142,0.6401064471919973,54.008784322955414,51.44835853418743,Short
